exercise_id,page,section,raw_text
246,82,Module 3,Прослушай диалог и прочитай его.
247,82,Module 3,"1 Nanny: Oh, dear, Chuckles! What's the matter?
Lulu: He can t find his teddy bear. Nanny, where s his teddy bear?
Nanny: I don t know."
248,82,Module 3,"2 Lulu: Is it under the table?
Larry: No, it isn t!
Lulu: Oh, where is it?"
249,82,Module 3,"3 Lulu: Is it on the shelf?
Larry: No, it isn t."
250,82,Module 3,4 Nanny: What about the toy box? Is it in the toy box?
251,82,Module 3,"Larry: Oh, look! My toy soldier!"
252,82,Module 3,"Lulu: And look! My ballerina!
Nanny: But what about Chuckles  teddy bear?"
253,82,Module 3,"Прочитай диалог ещё раз и скажи, чьи это игрушки."
254,82,Module 3,"1 Larry 2 Lulu 3 Chuckles
a ballerina b teddy bear c toy soldier"
255,83,Module 3,"1 Прочитай слова, составь предложения и скажи, что изображено на картинках."
256,83,Module 3,1 teddy bear
257,83,Module 3,2 toy soldier
258,83,Module 3,"3 ballerina

a
b
c"
259,83,Module 3,1 It's a ...
260,83,Module 3,"2 Прочитай предложения, выбирая нужный предлог.

The teddy bear is on in the toy box.

The teddy bear is on under the table.

The teddy bear is under on the shelf."
261,85,Module 3,11 She's got blue eyes!
262,85,Module 3,"1 Слушай и повторяй за диктором.

dark hair
eyes
nose
mouth
ears"
263,85,Module 3,"2 Поговори со своим одноклассником, используя образец.

I've got green eyes!
I've got blue eyes."
264,86,Module 3,"3 Спой песенку.

I ve got two eyes,
A mouth and a nose!
I ve got two feet,
But I haven t got toes!
Two hands, two ears,
And lots of hair!
What am I?
I m   teddy bear!

11a"
265,87,Module 4,1 Прослушай диалог и прочитай его.
266,87,Module 4,"1 Lulu: Nanny, look at my ballerina! She s got blue eyes!
Nanny: Yes, she s very pretty!"
267,87,Module 4,"2 Larry: Look at my toy soldier! He s got dark hair!
Nanny: Oh, yes. He s wonderful! But what about Chuckles  teddy bear?"
268,87,Module 4,"3 Larry: Chuckles, what have you got? Is it your teddy bear?
Lulu: Oh, clever Chuckles!"
269,87,Module 4,"4 Larry: Oh no! Look at the teddy bear!
Nanny: Oh, Chuckles! Don t be sad!"
270,87,Module 4,2 Прочитай диалог ещё раз и вставь пропущенные слова.
271,87,Module 4,1 My ballerina s got ... eyes.
272,87,Module 4,2 My toy soldier s got ... hair.
273,88,Module 4,"3 Спой песенку, сопровождая её движениями.

In my toy box
I've got a teddy bear,
And a ballerina
With long dark hair!

In my toy box
I've got a soldier too!
I've got lots of toys
For me and you!"
274,88,Module 4,"Look in my toy box,
Come and see!
Toys for you,
Toys for me!"
275,89,Module 4,12 Teddy's Wonderful!
276,89,Module 4,"1 Слушай и повторяй за диктором.

fair hair
puppet
jack-in-the-box
small
big"
277,89,Module 4,"2 Спой песенку, сопровождая её движениями.

Of all the toys
In my toy box,
My favourite toy
Is jack-in-the-box!
He can roll up in a ball,"
278,89,Module 4,"He can look very small!
Then one-two-three,
As quick as can be,
He can jump right up
As big as me!"
279,90,Module 4,Прослушай диалог и прочитай его.
280,90,Module 4,"1 Larry: Oh no! Teddy hasn t got any eyes!
Nanny: Yes, he has!"
281,90,Module 4,2 Nanny: He s got two big eyes.
282,90,Module 4,"Lulu: But look, Nanny! He hasn t got a nose!
Nanny: Yes, he has! He s got a small black nose."
283,90,Module 4,"3 Larry: Oh, now Teddy s wonderful!
Lulu: Now Chuckles is very happy. Thank you, Nanny!
Larry: Thank you, Nanny!"
284,90,Module 4,4 Прочитай диалог ещё раз и вставь пропущенные слова.
285,90,Module 4,1 He s got two ... eyes.
286,90,Module 4,2 He s got a ... black nose.
287,91,Module 4,"1 Давай поиграем!
It's got dark hair, a big nose, a big mouth and small ears.
The puppet!"
288,91,Module 4,"2 Слушай и повторяй за диктором.
A happy teddy with a yellow yo-yo!"
289,91,Module 4,"3 /i/ или /j/? Перерисуй таблицу в тетрадь и заполни её.

/i/ | /j/
--- | ---
... | ...
... | ...

happy
yellow
yacht
teddy"
290,92,Module 4,4 Давай сделаем бумажную куклу!
291,92,Module 4,"5 Спой песенку, сопровождая её движениями.
Ten little puppets sitting on a wall,
Ten little puppets sitting on a wall,
And if one little puppet falls off the wall,
There ll be nine little puppets sitting on a wall!
Nine little puppets sitting on a wall,
Nine little puppets sitting on a wall,
And if one little puppet falls off the wall,
There ll be eight little puppets sitting on a wall!
Two little puppets sitting on a wall,
Two little puppets sitting on a wall,
And if one little puppet falls off the wall,
There ll be one little puppet sitting on a wall!
One little puppet sitting on a wall,
One little puppet sitting on a wall,
And if one little puppet falls off the wall,
There ll be no little puppets sitting on a wall!"
292,95,Module 4,94 - Module 4
293,97,Module 4,"1 Поговори со своим одноклассником, используя образец.

Where's the teddy bear?
It's in the toy box."
294,97,Module 4,"2 Прочитай предложения, выбирая нужное слово.

She s got dark fair hair.
He s got small big ears.
It s got a big small nose.
She s got blue brown eyes"
295,98,Module 4,3 Прочитай слова и подбери соответствующие картинки.
296,98,Module 4,1 jack-in-the-box
297,98,Module 4,2 puppet
298,98,Module 4,3 toy soldier
299,98,Module 4,"4 ballerina
a
b
c
d"
300,98,Module 4,"4 Прочитай предложения и подбери соответствующие картинки.
It's got fair hair.
It's got a big nose.
It's got small ears.
Which one is it?
A
B
C"
301,99,Module 4,"1 Слушай и повторяй за диктором.

It's sunny!
It's hot!
It's raining!
jacket

coat
take off
put on
shorts
hat"
302,99,Module 4,"2 Поговори со своим одноклассником, используя образец.

It's hot!
Put on your hat!

It's hot!
Take off your jacket!

your hat
your jacket
your shorts
your coat"
303,100,Module 4,Прослушай диалог и прочитай его.
304,100,Module 4,"1 Larry: It s sunny today! Can we go in the boat, Nanny?
Nanny: Of course! We re on holiday!"
305,100,Module 4,"Larry: Look! I m wearing my hat!
Lulu: Oh, Chuckles! Take off your jacket! It s hot today!"
306,100,Module 4,"2 Larry: I love summer holidays.
Lulu: I love boats.
Nanny: Yes, this is a lovely holiday."
307,100,Module 4,"3 Larry: Oh no! What s that?
Nanny: Oh dear! It s raining! Lulu, put on your hat.
Lulu: Nanny, what can we do now?"
308,100,Module 4,"Larry: Nanny! Look at our boat!
Lulu: Oh, Nanny! HELP!!"
309,100,Module 4,"4 Прочитай диалог ещё раз и вставь пропущенное слово.
Chuckles, take off your ...!"
310,101,Module 4,"1 Прочитай предложения и подбери соответствующую картинку.
1
2
3
a It s sunny!
b It s hot!
c It s raining!"
311,101,Module 4,2 Прочитай предложения и закончи их.
312,101,Module 4,1 It s hot today. I m wearing my green ...!
313,101,Module 4,2 Look! He s wearing his blue ...!
314,101,Module 4,3 Look! She s wearing her red ...!
315,101,Module 4,100 Module 5
316,103,Module 4,"1 Слушай и повторяй за диктором.
It's windy!
It's cold!
island
socks
T-shirt
jeans
shoes
skirt"
317,103,Module 4,"2 Поговори со своим одноклассником, используя образец.
What's the weather like?
It's cold!"
318,105,Module 4,Прослушай диалог и прочитай его.
319,105,Module 4,"1 Larry: Oh, it's windy now! It's cold!
Lulu: Oh, Nanny! Please help!"
320,105,Module 4,"2 Nanny: Don't worry, children. Close your eyes!"
321,105,Module 4,"3 Nanny: Alright! Open your eyes now.
Larry: Wow! What's that?
Lulu: It's an island!
Nanny: Yes! It's a magic island.
Larry & Lulu: Oooh!"
322,105,Module 4,2 Прочитай диалог ещё раз и выбери правильный ответ.
323,105,Module 4,"Look! a A garden!
b An island!"
324,107,Module 5,15 A Magic Island!
325,107,Module 5,"1 Слушай и повторяй за диктором.

flowers music summer
winter autumn spring"
326,107,Module 5,"2 Спой песенку, сопровождая её движениями.

We're on our summer holiday,
We're having lots of fun!
We're on our summer holiday,
We're playing in the sun!

We love summer,
We love the sun!
We love summer,
It's lots and lots of fun!

We're on our summer holiday,
We're playing in the sea!
We're on our summer holiday,
We're happy as can be!"
327,108,Module 5,Прослушай диалог и прочитай его.
328,108,Module 5,1 Lulu: Wow! This is a magic island!
329,108,Module 5,Larry: Look at the trees! Look at the flowers!
330,108,Module 5,"2 Lulu: What's that?
Larry: It s music, of course!
Nanny: Let s go and see!"
331,108,Module 5,"3 Woman: Aloha! Welcome!
Larry: A party! Great!
Lulu: Let s dance."
332,108,Module 5,"4 Larry/Lulu: We re on our summer holiday, we re having lots of fun! We re on our summer holiday, we re playing in the sun!"
333,108,Module 5,"4 Прочитай диалог ещё раз и вставь пропущенное слово.
Larry and Lulu are on their ... holiday!"
334,109,Module 5,"3 с, ck или k? Перерисуй таблицу в тетрадь и заполни её.

/k/
c | k | ck
--- | --- | ---
... | ... | ...
... | ... | ...
... | ... | ...

coat
jacket
king
sock
candle
kangaroo
chick
cat"
335,109,Module 5,108 Module 5
336,110,Module 5,4 Давай оденем Ларри и Лулу!
337,110,Module 5,"5 Спой песенку, сопровождая её движениями.
Set sail with us,
Join us, please!
Set sail with us for English!
Set sail with us
Upon the sea
And swim with all the starfish!
We love to sing,
We love to play,
We love to talk together!
Set sail with us,
Set sail today
And be our friend forever!
We've got some rhymes
And stories, too,
We've got lots of things to do!
So get on board,
Set sail today!
We're waiting here for you!"
338,112,Module 5,"Fun at school

Make A SUNDIAL

Materials:
- scissors
- 2 pieces of
cardboard
- a pencil
- a ruler
- glue
- a pair of
compasses
- a watch

1

2

3

4"
339,113,Module 5,112   Module 5
340,115,Module 5,"1 Поговори со своим одноклассником, используя образец.

What's the weather like?
It's hot."
341,115,Module 5,1 2 3 4
342,115,Module 5,"2 Прочитай слова и подбери соответствующую им картинку.

a summer
b autumn
c winter
d spring"
343,115,Module 5,1 2 3 4
344,116,Module 5,"3 Прочитай слова и подбери соответствующие им картинки.
skirt - 2
shorts - ...
shoes - ...
T-shirt - ...
jeans - ...
jacket - ..."
345,116,Module 5,"4 I'm, He's или She's?
I'm wearing my yellow T-shirt!
... wearing her red skirt!
... wearing his green shoes!
... wearing my blue jeans!"
346,117,Module 5,"1 Спой песенку, сопровождая её движениями.

Eat your eggs
And drink your juice,
Today it s showtime, folks!
Put on your hat
And socks and shoes,
Today it s showtime, folks!

It s showtime,
Boys and girls,
It s time to dance and sing!
It s showtime,
Boys and girls,
My very favourite thing!

Get your costume,
Hurry, let s go!
Today it s showtime, folks!
Please, don t forget
To watch our show!
Today it s showtime, folks!"
347,118,Module 5,Прослушай диалог и прочитай его.
348,118,Module 5,"1 Nanny: Larry, eat your eggs! Lulu, drink your orange juice.
Lulu: Is it showtime yet, Nanny?
Nanny: Not yet. Tonight, Lulu!"
349,118,Module 5,"2 Larry: Hooray, hooray. Showtime today!
Lulu: I like showtime. It s my favourite day! I m happy today!"
350,118,Module 5,"3 Nanny: Agh! What s that?
Larry: It s a big bear!"
351,118,Module 5,"4 Lulu: That s not a bear! It s Chuckles!
Larry: Ha, ha! Chuckles is wearing my teddy bear costume!

Перечитай диалог и закончи предложение.
Chuckles is wearing my teddy bear ... !"
352,119,Module 5,"1 Спой песенку, сопровождая её нужными движениями.

Teddy bear, teddy bear,
Turn around!
Teddy bear, teddy bear,
Touch the ground!

Teddy bear, teddy bear,
Climb the stairs!
Teddy bear, teddy bear,"
353,119,Module 5,"Say your prayers!

Teddy bear, teddy bear,
Turn off the lights!
Teddy bear, teddy bear,"
354,119,Module 5,"Say goodnight!

Goodnight and Goodbye!!!"
355,119,Module 5,118 Extra Unit
356,120,Module 5,Прослушай диалог и прочитай его.
357,120,Module 5,"1 Larry: There s Mummy! There s Daddy! But where s Chuckles?
Lulu: Nanny, we want Chuckles!"
358,120,Module 5,"2 Lulu: Oh, Chuckles! You re here!
Nanny: Now, Chuckles. Sit here and be good!"
359,120,Module 5,"3 Larry & Lulu: Teddy bear, teddy bear, turn around...
Teddy bear, teddy bear, say goodnight!"
360,120,Module 5,"4 All: We want Chuckles! We want Chuckles!
Larry: Here s Chuckles! Goodnight!
Lulu: Chuckles says goodbye, everyone!
All: Bravo! Bravo!"
361,120,Module 5,"Прочитай диалог ещё раз и выбери правильное слово.
Chuckles says hello/goodbye!"
362,132,Module 5,"1 Соотнеси слова с картинками.
a a bare room
b two mice
c a town
d a small house"
363,132,Module 5,"2 Закончи предложение и перепиши его в тетрадь.

Dear ... Mouse,
Please come to my ... . It's very nice.
Lots of love,
Country ..."
364,133,Module 5,"1 Соотнеси слова с картинками.

1
2
3
4

a honey
b bread
c cheese
d meat"
365,133,Module 5,"2 Перепиши предложения в тетрадь, вставляя в слова недостающие буквы.

I like b..., c... and h... . I don't like m... ."
366,134,Module 5,"1 Соотнеси слова с картинками.
a b c"
367,134,Module 5,"1 living room
a b c"
368,134,Module 5,"2 chips
a b c"
369,134,Module 5,3 chair
370,134,Module 5,"2 Прочитай текст, закончи предложения и нарисуй спальню городского мышонка.

This is Town Mouse s bedroom. Look! There s a big ... and a lovely ....
There s a nice ... in his bedroom too."
371,135,Module 5,"1 Прочитай предложения, вставляя соответствующее слово."
372,135,Module 5,1 He s got ... eyes.
373,135,Module 5,2 He s got a ... nose.
374,135,Module 5,3 He s got ... ears.
375,135,Module 5,"2 Прочитай предложения, выбирая нужный предлог."
376,135,Module 5,1 Where s the dog? Under On the table.
377,135,Module 5,2 Where s the bed? In On the bedroom.
378,135,Module 5,3 Where s the mouse? Under On the table.
379,136,Module 5,"1 Посмотри на картинки и подбери правильные названия.
1
a frogs
b a shabby house
2
c ants
d bees
3
4"
380,136,Module 5,"2 Сделай табличку для своего дома.
HOME SWEET HOME"
381,137,Module 5,"1. Gardens in Russia

In Russia people have got gardens in the village and in their country houses. In the garden they grow vegetables, fruits and flowers.

a country house

fruits
vegetables
flowers"
382,137,Module 5,"2. Typical Russian Food

In Russia people love ...

pirozhki (pies) okroshka borshch pelmeni (dumplings)

Children s favourite food is chicken, chips, pizza, burgers, cakes, ice cream and fruits."
383,138,Module 5,"3. Pets in Russia

Cats and dogs are very popular pets in Russia. This is Alyosha s story about his pet. Timka is a sheepdog. She is 2. She is very clever and can do a lot of things."
384,138,Module 5,"She can say  Hello! 
She can lie down.
She can sit.
She can stand.
She can dance.
She can swim.
She can jump.
Timka s medals"
385,139,Module 5,"4. Old Russian Toys

In the pictures you can see traditional Russian wooden toys. People from other countries like to take these toys home as souvenirs.

a horse

a cook

matryoshka dolls"
386,140,Module 5,"5. Holidays in Russia

Russia is a very big country. In summer it is very hot in the south and it is warm or cool in the north. At holiday time children can go to the country, to the sea or to camp.

At the seaside
swim

At camp
sing songs

In the country
pick vegetables and fruits

Spotlight on Russia"
387,141,Module 5,"1 Работа в парах. Прочитайте слова друг другу.
/ / cat, fat, hat, bat, cap, black, can, hand, man, Dan, and, have, ant, has, Pam
/e / cake, snake, lake, plane, Jane, name, plate, Dave"
388,141,Module 5,"2 Работа в парах. Прочитайте друг другу слова, словосочетания и предложения.
/ / milk, pink, Kim, sit, big, swim, rich, is, sister, kitten, little, listen
/a / bike, like, Mike, kite, write, white, fine, nine, ride, drive, five, ice, I, hi
/i / - /a /
a kitten
a white kitten
a little white kitten
I have a little white kitten.
/ /
a cat
a fat cat
a fat black cat
Mack is a fat black cat."
389,141,Module 5,"3 Работа в парах. Прочитайте слова друг другу.
/i / we, me, be, he, she, Pete
/e/ zebra, seven, desk, men, ten, pen, hen, red, bed, wet, egg, leg, dress, elf, Ken
140"
390,142,Module 5,"4 Работа в парах. Прочитайте друг другу слова, словосочетания и предложения.
/а / fly, sky, bye, my
/ / baby, teddy, pretty, family

/a / - / /
my kite
my pink kite
fly my pink kite
I like to fly my pink kite.

/ /
a baby
a little baby
a pretty little baby
Bye, pretty little baby."
391,142,Module 5,"5 Работа в парах. Прочитайте слова друг другу.
/  / home, bone, rose, go, ghost, rope, nose, no, Tony
/ / frog, dog, stop, hot, got, on, Donna"
392,143,Module 5,"6 Работа в парах. Прочитайте друг другу слова, словосочетания и предложения.

/ju / pupil, cute, computer, use,
student, music

/ / nut, but, drum,
sun, fun, run,
bus, cup, jump,
puppy, rubber,
Russia

/ju /
my computer
on my computer
play on my computer
I like to play on my computer.

/ /
a puppy
a funny puppy
run, funny puppy
Run home, funny puppy."
393,143,Module 5,"7 Работа в парах. Прочитайте слова и текст друг другу.

/i / bee, tree, feet, deep, feel, sweets,
green, queen, eat, meat, team, read,
jeans, peas, please

My name is Pete.
I am nine.
I have got a dog.
My dog is funny.
He likes bones and sweets."
394,144,Module 5,"8 Работа в парах. Прочитайте слова и вопросы друг другу.

/ / mother, brother,
with, this, they,
then, that, the
teeth, thanks,
three, think

/ / whale, white,
when, why, what
who

Tony
Who is that?
What is his name?
Why is he in the big green plane?"
395,144,Module 5,"9 Работа в парах. Прочитайте слова и предложения друг другу.

/ / ship, she, shell, shine, shop, fish, wish; She sells sea shells by the sea.
/f/ phone, dolphin, elephant; Seven elephants and five dolphins.
/t / cheese, chips, chimp, chin, cherry, chocolate, beach, teacher; Can I have a cherry on my chocolate cake?"
396,144,Module 5,"10 Работа в парах. Прочитайте слова и текст друг другу.

/ / king, sing, ring,
song, strong,
long, going,
jungle

/k/ socks, clock,
duck, crack,
pack, quick,
kick, Nick,
chicken

Chicken Licken thinks
The sky is going to
crack.
He wants to tell the King
And so he starts to pack."
397,145,Module 5,"11 Работа в парах. Прочитайте слова и текст друг другу.

/e / play, grey, day, way, say, pay, away,
today, Friday
/  / boy, toy

Today is Friday. It s play day!
""Miss Gray, let s play with the
toys."" I like to play with the
big grey teddy. His name is"
398,145,Module 5,"Ray. He can say: Please play
with me! He is very funny."
399,145,Module 5,"12 Работа в парах. Прочитайте слова и текст друг другу.

/e / where, there, pear, square,
wear, bear, hare, share
/  / ball, call, fall, all, tall,
wall, small

Where, oh where
Is my teddy bear?
Is it there, on the wall?
Is it by the big red ball?"
400,149,Unit 15,"1. Gardens in the UK
bird house /b  d ha s/ скворечник
gnome /n  m/ гном
green house / ri n ha s/ оранжерея
people / pi pl/ люди
their / e r/ их (чьё?)
them / em/ их (кого?)
UK / ju   ke / Соединённое Королевство
(Великобритании и Северной Ирландии)"
401,149,Unit 15,"2. Food Favourites!
dish /d  / блюдо
popular / p pj l r/ популярный"
402,149,Unit 15,"3. Crazy about Animals!
crazy about / kre zi   ba t/ сходить с ума по чему-либо, кому-либо
especially /  spe  li/ особенно"
403,149,Unit 15,"4. Teddy Bear Shops
all kinds of /  l ka ndz  v/ все виды
clothes /klo  z/ одежда
cute /kju t/ находчивый, сообразительный
different / d fr nt/ различный
Great Britain / re t  br tn/ Великобритания
shop /  p/ магазин"
404,149,Unit 15,"5. Beautiful Cornwall!
beach /bi t / пляж
beautiful / bju t f l/ красивый
southwest / sa  w st/ юго-запад

Spotlight on Russia"
405,149,Unit 15,"1. Gardens in Russia
country house / k ntri ha s/ загородный дом
fruit /fru t/ фрукт
grow / ro / расти
Russia / r   / Россия
vegetable / ved t b l/ овощ
village / v l d / деревня"
406,149,Unit 15,"2. Typical Russian food
pie /pa / пирог
Russian / r   n/ русский"
407,149,Unit 15,"3. Pets
lie /la / лежать
pet /pet/ питомец
sheepdog /  i pd  / овчарка"
408,149,Unit 15,"4. Old Russian Toys
souvenir /su  v n r/ сувенир
take /te k/ брать
traditional /tr  d   nl/ традиционный
wooden / w dn/ деревянный"
409,149,Unit 15,"5. Holidays in Russia
camp /k mp/ детский лагерь
cool /ku l/ прохладный
north /n  r / север
pick /p k/ собирать
seaside / si sa d/ морское побережье
song /s  / песня
south /sa  / юг
warm /w  rm/ теплый"
